purchase_id,customer_id,product_id,payment_type,installments_total,remaining_amount,status,purchase_date
fc04a168-652f-4b49-b873-e57f0ba078e8,C00935,21,Full,1,0.0,Failed,2024-12-06
f200c261-4d29-41ab-b455-12f701f7c7ec,C00402,44,Installment,12,170.08,Completed,2024-02-26
4a193501-4169-49fc-83a0-0c6f2321d1e1,C00357,97,Installment,8,217.4,Pending,2024-05-21
6e3f683a-bf3c-4140-bf54-a51101fa964e,C00541,94,Installment,6,133.36,Failed,2024-01-31
3ae88926-b423-4cde-8857-511761554667,C00946,25,Installment,3,621.31,Pending,2024-09-24
5aaab32f-ce63-42b6-ab05-347fd556b37d,C00332,97,Full,1,0.0,Failed,2023-11-16
6fac1673-0ad4-4230-bdf6-6ba5dc9c96de,C00312,59,Full,1,0.0,Failed,2023-10-08
5024bdc6-dcb3-4df3-93ee-cdc6ebd14d2c,C00141,57,Installment,6,375.1,Pending,2024-11-18
a3e05309-b5a1-4949-a788-420992ca525a,C00215,28,Full,1,0.0,Failed,2024-07-26
f758dce2-0556-4aea-a7b0-32831d7c0098,C00667,2,Installment,11,122.15,Pending,2024-05-19
75c8e90d-9e3d-450d-b296-d9f0cd2372c2,C00695,19,Installment,8,72.09,Failed,2025-05-25
6fcc57dd-168f-4e12-9ca2-60c9eb7607c9,C00862,22,Full,1,0.0,Pending,2025-06-03
6683e107-96c0-44d0-af88-7f283e49fd09,C00365,61,Full,1,0.0,Pending,2024-10-12
beed10b6-4f6e-474b-9eda-b0276550f74a,C00121,66,Installment,11,218.27,Completed,2024-05-30
138d994c-2b0a-4edd-8774-44cb5543fc3c,C00994,20,Installment,5,233.56,Pending,2024-10-02
31a3ac4d-828c-47e7-87d5-b7be1d30d990,C00122,31,Installment,9,269.25,Completed,2025-07-18
f54e2019-ba35-444e-99e1-ac095970a859,C00705,77,Full,1,0.0,Failed,2025-05-15
1a5165ca-3c7c-4d85-a5cf-0041d0a643fe,C00764,49,Full,1,0.0,Completed,2024-01-10
2722796e-9a36-41ec-ac6a-6e9a328067a1,C00886,84,Installment,6,228.73,Failed,2025-04-02
f387e1bd-2d59-42c6-934a-5a2fa7cf705c,C00669,57,Installment,2,1125.29,Pending,2025-04-11
9050f7ef-c123-4c91-b6c5-a0dc7e7e7419,C00120,11,Full,1,0.0,Completed,2025-04-02
e1cde87f-ec95-4f87-ae5e-c36572eb7474,C00657,86,Full,1,0.0,Pending,2024-11-10
52bdc661-9fe0-48c7-bc8d-5b93a2a2e91f,C00601,74,Installment,6,323.29,Failed,2025-06-17
70944bdb-26a5-44e3-90ee-7a92a09151e0,C00764,13,Full,1,0.0,Completed,2023-11-13
cbdc4318-4d85-43d2-a1a2-748571348c2a,C00496,83,Installment,6,363.16,Failed,2024-04-12
12fe28bf-81e0-4489-9a18-e2a30e614bcd,C00129,13,Installment,3,982.22,Failed,2024-05-08
5e659654-0e90-48b6-89a0-a0f673b0a091,C00931,69,Full,1,0.0,Completed,2025-05-24
fa34d2e8-dd3f-4d7e-a508-dc9513a4a492,C00833,90,Full,1,0.0,Completed,2025-06-11
626d719d-81cf-4252-9815-9d6c9d713084,C00570,69,Installment,3,327.64,Failed,2024-08-28
bd29ede9-cab4-423b-b448-83858de7ad6c,C00858,75,Full,1,0.0,Pending,2025-07-10
925817b7-cf50-4889-a8b7-7f7b7321bf6b,C00989,85,Full,1,0.0,Pending,2025-01-13
80599b93-79c2-42e4-9ae1-a991524f93ff,C00883,77,Full,1,0.0,Pending,2024-01-13
cf9b8558-1a7f-495b-b355-7b9d0fd6f47e,C00569,58,Installment,3,918.52,Pending,2025-07-13
15969802-b6dd-4257-bb7d-9f1c57eb89b1,C00132,74,Full,1,0.0,Failed,2024-09-27
b526b22d-3f6c-41f7-8a05-37f02c2cd22b,C00166,12,Installment,2,1465.36,Pending,2024-08-10
9c1c3517-85d2-40a6-8629-5b5d707df251,C00128,65,Installment,7,13.9,Failed,2024-01-19
632dbb5e-486b-46bf-aafd-e7d95f733a3e,C00176,55,Full,1,0.0,Pending,2024-07-19
0d67d38e-990f-4c5b-adcc-3daf569f3ab3,C00308,6,Installment,12,220.49,Failed,2025-04-23
54669d19-10df-4974-95ab-946da5b5cdc2,C00456,18,Installment,7,90.51,Failed,2023-12-03
4082cbb9-48bd-4b3e-a2f5-df2badaa44ca,C00933,46,Full,1,0.0,Failed,2025-03-07
9a4a99b2-e806-433c-b6e3-9356a8149562,C00102,85,Full,1,0.0,Pending,2025-06-24
a9e27ba9-952e-4abb-94dd-5061555736f8,C00038,25,Full,1,0.0,Completed,2024-01-06
a7f333b3-f7ba-455e-8f6b-58c8598ddaec,C00877,28,Full,1,0.0,Failed,2025-02-16
b576255e-9854-4f22-a102-f9c964575bc4,C00566,28,Installment,6,115.81,Pending,2025-08-10
a4bbf962-606e-4e1c-8f15-84494f40c22f,C00747,80,Installment,3,529.45,Failed,2025-04-25
b3ecb951-ab8c-4f97-a0b7-1785d02ce0c1,C00262,34,Installment,12,85.1,Pending,2025-05-22
e99630f7-af77-420e-bf46-25afbd20563b,C00410,59,Full,1,0.0,Completed,2024-10-13
822c4d32-6c64-4c15-aba3-01cba561e1e9,C00693,55,Full,1,0.0,Failed,2024-06-15
f37fd50d-2e25-45ee-8f11-d8dc5cd33369,C00209,10,Installment,12,194.81,Failed,2024-02-28
31274148-7c7c-404e-8422-d03ef29a6339,C00662,25,Installment,11,169.45,Failed,2024-03-08
4bb907ec-13c1-4754-a7aa-7cbc23377bbc,C00664,66,Full,1,0.0,Completed,2025-06-03
8a2e6a93-c558-4bb2-81f7-f3fb19e45c6a,C00842,20,Installment,8,145.98,Completed,2025-05-27
a97431db-09a9-41c1-86ca-c6f4e238fe93,C00027,78,Full,1,0.0,Pending,2024-05-28
98e52499-218c-4e1c-9e37-4f7ac42cbc39,C00277,16,Full,1,0.0,Failed,2024-06-26
b15e54f6-d4d3-4795-ae4b-ebc429890880,C00562,53,Full,1,0.0,Completed,2025-04-10
b89f72f3-2a60-4652-a714-7668cf1d7d3a,C00656,12,Installment,7,418.67,Completed,2024-08-09
b836c448-ad26-4ec5-9d42-b9e9692e07b6,C00150,29,Installment,2,223.13,Pending,2024-03-16
c09cb506-48f1-496d-9c4f-fb4671b701aa,C00387,29,Installment,3,148.76,Pending,2025-03-25
3d3a2582-88b4-4474-bbe7-9df472ecf16e,C00180,68,Installment,11,66.87,Completed,2024-05-08
e76adca9-7811-4802-88cc-7cfecf01f944,C00098,68,Installment,11,66.87,Completed,2025-05-27
92070158-f277-4f63-ada5-84175e2ad32d,C00565,35,Full,1,0.0,Pending,2025-09-13
c7332304-4822-4120-84f9-eccd7630a8a7,C00175,41,Installment,4,233.48,Completed,2024-06-30
297ca4ff-f75d-499f-ab2d-5b0987079ad4,C00826,95,Installment,9,197.69,Failed,2025-05-14
df7d0dd7-236e-4608-9acb-394acd1f5318,C00131,34,Full,1,0.0,Failed,2024-03-25
5f07c1a5-dfc6-40ce-bb07-fd31a4244f23,C00526,92,Full,1,0.0,Failed,2024-11-03
8412a335-d88c-456d-b61e-5fdb1a435206,C00130,19,Installment,11,52.43,Failed,2025-06-08
290a3abb-c35b-4fea-9578-d70948f9e3d0,C00274,7,Installment,5,73.72,Failed,2024-04-11
d4bf7a4b-25b8-442f-836b-15c7e7c225da,C00624,54,Installment,4,214.41,Completed,2024-08-09
d11376e0-38d7-4b9a-a916-da57f24823ab,C00363,60,Installment,6,92.21,Completed,2024-08-19
6a36af18-06d3-4b93-ae33-688d597e6845,C00534,92,Full,1,0.0,Completed,2023-11-02
62dbc850-3c5b-43a7-9fbb-f0b1808389c8,C00651,12,Installment,8,366.34,Completed,2025-09-20
519554e3-0737-4c86-b97b-5f515ffa46ef,C00866,12,Full,1,0.0,Pending,2025-08-05
55d596af-a663-42cd-b6f6-dbf1d6d441cc,C00748,31,Full,1,0.0,Pending,2025-04-25
eada79a3-4970-4d9a-89ce-3cfb2339ba19,C00590,8,Full,1,0.0,Failed,2025-05-23
c24369e7-2387-4af6-94c3-a832b231c60b,C00293,71,Installment,2,761.88,Completed,2025-02-21
e7e646c7-0158-4463-9d87-76a072d78bdd,C00694,66,Full,1,0.0,Completed,2023-11-21
2646eaf9-d5c0-444d-b735-262d41843b03,C00510,66,Full,1,0.0,Completed,2024-10-30
6c5a6c93-871c-4884-9bdf-90f2ba2c0f19,C00015,79,Full,1,0.0,Failed,2023-12-15
1f317405-4d18-4eba-bcd5-fd7f49c10669,C00008,92,Installment,10,197.02,Failed,2023-10-29
9f708368-cb3c-48ca-a392-57316b79afcc,C00354,32,Full,1,0.0,Failed,2024-08-24
7ff4cec6-e7b7-44c6-9631-2a801c612ec2,C00460,22,Full,1,0.0,Pending,2024-12-04
93364f7e-83ef-49f3-a1c7-cc8a04351b64,C00077,47,Full,1,0.0,Failed,2024-03-19
0066853d-6de2-49a1-8a90-cd0c24c173b9,C00362,7,Installment,9,40.96,Completed,2024-12-17
2ff3cde4-6aa4-4c9f-9217-04753d959e3f,C00175,48,Full,1,0.0,Completed,2025-01-22
5c508720-f982-44e0-8603-156a15eacbcf,C00936,87,Full,1,0.0,Failed,2023-11-13
c9525185-81e0-4a5e-8b48-f49686abd4e7,C00872,99,Full,1,0.0,Completed,2025-09-16
df92a621-63f4-469d-8534-a1018ddce719,C00307,62,Installment,6,95.82,Pending,2024-09-02
5f90bed6-fb25-464d-a30a-a767a2bb522b,C00003,95,Installment,5,355.83,Completed,2024-03-28
114b9547-c9dc-42b8-9b6a-810204287378,C00952,83,Full,1,0.0,Completed,2024-06-03
1a89b71e-a0d5-42c8-a837-fe68bba205ca,C00914,80,Installment,2,794.17,Completed,2025-04-10
2227219f-551f-4086-81b5-b5cabc3536df,C00007,79,Installment,7,146.75,Completed,2023-10-27
a48e40f1-d042-4dfa-96ab-087a8bc78e81,C00363,14,Full,1,0.0,Completed,2024-01-30
fb16f757-76f1-46ab-af47-5b49c775e395,C00912,93,Full,1,0.0,Completed,2025-02-14
2285b2ef-cfbe-4fe9-aea9-c542a1b970d0,C00364,2,Full,1,0.0,Completed,2023-11-10
0977c513-752a-4d25-b190-1b7ec6b469ef,C00504,26,Full,1,0.0,Failed,2024-04-26
e2c328aa-3310-4475-8a86-22250b36e356,C00527,20,Installment,3,389.27,Completed,2023-10-25
65f202f9-83f0-4dc7-8f61-2217eef16694,C00008,20,Installment,5,233.56,Completed,2025-09-17
095ffa81-40d9-4bce-b930-ba208b040f49,C00405,48,Installment,7,61.9,Completed,2025-03-28
dcb51c53-5b62-48df-893e-904d30ec2796,C00914,24,Installment,3,69.04,Completed,2025-04-17
45f18619-54f9-4429-a7de-02ccdda4f4a7,C00673,57,Full,1,0.0,Pending,2023-12-24
6667d3bb-e3b5-4360-afdc-0bad5e368127,C00363,96,Installment,2,1045.46,Completed,2025-03-21
56cb1ab0-62fb-46d7-b4db-ca07e506f670,C00905,91,Full,1,0.0,Pending,2025-09-05
5e0a72ab-7f5d-4163-b12b-66807f072cb9,C00195,37,Full,1,0.0,Pending,2025-07-31
15260718-cd18-4a82-8447-ceab84ef4324,C00405,54,Installment,2,428.82,Pending,2025-03-09
febec0db-9a3a-4103-ae3c-453214348f62,C00683,26,Installment,12,48.17,Completed,2025-05-18
1a43db54-523a-4993-8b34-46bc8ba435cc,C00122,54,Installment,10,85.76,Completed,2023-11-22
7227890e-4e76-433a-8baf-0f5ea9320094,C00820,88,Full,1,0.0,Completed,2024-12-08
71a3fad2-b094-4d2a-aaa9-3b436d15f16f,C00770,98,Installment,10,6.89,Failed,2024-06-07
e95f176c-deba-4186-ba10-82170ad7c9a2,C00946,95,Installment,4,444.79,Pending,2024-06-08
a3b442bd-4649-4296-af58-42c3ff86cc31,C00981,14,Full,1,0.0,Pending,2025-09-10
abd2b512-1335-45db-8eaf-04b5f2a9dc8a,C00160,45,Full,1,0.0,Failed,2025-01-03
bff9507d-cd14-403e-8359-9af65d01f55f,C00243,7,Installment,8,46.08,Failed,2025-02-02
d942644c-248d-41ec-87f8-d4f0f3ea0184,C00756,2,Installment,9,149.3,Completed,2024-12-12
20509c62-08e8-45d7-b02c-1821c8040fb7,C00289,63,Full,1,0.0,Completed,2023-11-13
5cb5e69c-5dc7-43e6-a529-64ffc74cc890,C00254,80,Full,1,0.0,Failed,2024-06-30
2747b93c-9ae7-4eab-884a-67809136f1f8,C00524,24,Full,1,0.0,Completed,2025-02-02
71a6014c-5f3c-44dc-9ef7-87b8f2e6195f,C00786,15,Installment,5,285.26,Failed,2025-04-04
5df06e8c-878a-4ed9-a33f-fc8292ec89af,C00841,55,Full,1,0.0,Completed,2024-07-11
f5e4a471-3fe6-4c9c-8758-367ba6499cdc,C00724,14,Full,1,0.0,Pending,2023-12-16
848af440-7fc1-4858-afa0-d842bc55300b,C00876,76,Full,1,0.0,Pending,2024-07-03
c6641285-4303-4bc1-9e25-95b88fc9c86b,C00124,17,Installment,2,194.91,Completed,2024-04-02
9ca3fbb3-ff11-48ba-b6ee-1640723ef466,C00197,19,Installment,2,288.35,Failed,2024-04-20
333ee344-7dbf-4bc1-bfa6-23d0ea9e5c8d,C00205,12,Full,1,0.0,Completed,2023-12-23
2c33350c-73b9-41d8-92f5-131ada52d2ee,C00418,68,Installment,12,61.3,Pending,2025-07-12
cf7dcb43-1679-442f-bf4c-96d671f2ce8f,C00228,44,Installment,9,226.77,Pending,2025-02-04
aaf78c67-51d0-4109-bc90-2838d8741408,C00523,55,Full,1,0.0,Completed,2024-06-04
4a552ea0-8acb-4e09-8ccc-9cea109fd8ee,C00113,35,Installment,6,275.37,Completed,2025-07-07
b5a5f8e6-b639-4f04-a852-4385d9f2dd0d,C00729,54,Full,1,0.0,Completed,2025-08-02
5c8ac066-cb2f-4fa3-ac91-3a7ca3404f08,C00917,7,Full,1,0.0,Pending,2024-09-30
cac4d0eb-3373-430e-bc31-a5971f119c0f,C00001,7,Installment,5,73.72,Completed,2024-01-04
5c63b6f3-06ba-4cd3-be78-38c9ca55e38b,C00484,36,Full,1,0.0,Completed,2024-11-02
fba6abf7-cdbc-4653-b7a7-e8b75e70f65f,C00190,33,Installment,7,48.62,Completed,2024-11-01
10d4de39-1612-47c9-a25d-f9a89ca8a5c4,C00312,15,Full,1,0.0,Failed,2024-05-08
7a89cbeb-b807-478a-b788-f5d1ffe575f6,C00014,88,Full,1,0.0,Completed,2024-10-13
932cae01-d2c6-4ee4-a8d0-a2a8c4e7f7dd,C00370,95,Installment,11,161.74,Failed,2023-11-17
12fc7a87-a470-4d48-9128-b9b1f8ede0ca,C00620,48,Full,1,0.0,Failed,2024-08-18
20da8972-5832-4ee4-8471-b4b0ae1b9f69,C00283,27,Installment,3,410.93,Pending,2025-06-27
96792482-a3c9-48e4-8d22-38e6c7bf4fbc,C00134,81,Full,1,0.0,Pending,2024-02-05
80bbae52-6ec0-4269-a108-4dd9f75d1e3c,C00601,84,Full,1,0.0,Pending,2025-07-21
84a2576c-1fc9-45f8-94d6-07350e2f8958,C00722,58,Full,1,0.0,Pending,2024-01-14
ef4afa88-5299-4505-a976-aab22a26f770,C00965,70,Installment,6,327.89,Failed,2025-02-24
84d67c4f-f0df-4684-b28e-41225894f7f1,C00486,98,Full,1,0.0,Failed,2025-07-10
3240d7a1-4027-4b7d-9430-29a9d88f1c94,C00739,20,Full,1,0.0,Pending,2025-01-01
a0017720-200b-4903-8642-6c458d03f17a,C00197,54,Installment,10,85.76,Completed,2024-05-03
a417c093-80a8-423d-97ea-ec838892042f,C00917,47,Installment,12,42.77,Failed,2024-01-26
2bd3cdcd-2779-4685-94a5-3fdef10d27c8,C00121,56,Full,1,0.0,Completed,2025-01-18
566e3cbe-9aea-422f-a6e9-87cab87b6384,C00430,68,Full,1,0.0,Pending,2025-06-01
dd20c3bf-d342-4f08-8a8b-b5b490494583,C00614,36,Full,1,0.0,Completed,2023-10-15
c561b8dc-a436-4fcd-b2d3-f7610ba36279,C00047,73,Full,1,0.0,Failed,2024-11-19
92779574-c457-4cc3-b5f7-89bca6b07458,C00195,95,Installment,9,197.69,Failed,2024-07-25
e3954cb1-7f7f-4c0a-87c0-d116a394ed54,C00546,66,Full,1,0.0,Pending,2024-12-26
4d560a3d-f4e7-469a-a454-09374a27ebf2,C00449,97,Installment,10,173.92,Completed,2024-09-12
67f5ae02-af5b-4f47-8eae-71cfce000af0,C00411,78,Installment,5,474.31,Pending,2024-04-29
2877f5d9-0f56-45f8-b048-faa112ae5c22,C00004,21,Full,1,0.0,Failed,2024-08-11
5716dc2e-343a-4a2a-b6e5-ae787bf7e1d3,C00714,2,Installment,10,134.37,Failed,2024-12-11
51beb80e-b7e6-414c-9c8a-49225005680f,C00738,68,Installment,6,122.6,Pending,2025-03-14
66124ab4-f9b2-4e6e-986a-346adc5be7d1,C00304,91,Installment,10,62.3,Pending,2023-12-29
1b2ededb-8fc8-4fc0-83d5-bceb5edbb8ee,C00176,29,Full,1,0.0,Failed,2024-05-15
7318b96d-4479-4612-9f5d-988f776abf09,C00244,38,Full,1,0.0,Failed,2024-03-24
f204be89-4a4b-4563-8cf4-77ef18c8a616,C00152,36,Full,1,0.0,Completed,2024-07-01
f6729464-3f8e-440a-ab0a-e0e39d896047,C00895,7,Full,1,0.0,Pending,2025-06-18
ef0a573d-53d2-456d-9040-158728e213bc,C00548,15,Full,1,0.0,Failed,2024-11-20
28caaa1d-c35b-4c2c-b098-f7b2500e15c0,C00356,81,Installment,7,29.1,Pending,2024-09-23
e10b1a47-7fae-4748-b781-321e83c501cb,C00970,91,Installment,4,155.74,Completed,2024-05-07
64ab851b-f1fa-46e7-970d-750705eee1d4,C00920,79,Installment,7,146.75,Pending,2024-09-28
95560a2d-3713-4466-bda0-6476f778c676,C00641,2,Installment,5,268.73,Failed,2024-06-08
98f6fd7f-7eb1-42f1-8806-f8040cf0374c,C00989,36,Full,1,0.0,Completed,2025-06-30
4926ce5f-7878-4140-ac2a-4f71a77d95f1,C00995,3,Full,1,0.0,Failed,2024-10-21
22498f66-6e51-484d-9b84-edc3d8e049de,C00764,89,Installment,12,231.73,Completed,2025-07-01
673ba8bd-c38c-4dec-9da3-9a73ba3df7ff,C00891,81,Full,1,0.0,Completed,2024-06-18
8fd33afc-91fd-4a4f-8d18-ab95668c8477,C00226,42,Installment,5,381.61,Failed,2024-02-14
62e7c1a6-12d2-4a06-89e1-cd138da00495,C00645,97,Installment,4,434.8,Completed,2024-09-27
d3479a3b-479b-4637-8cc3-6f3bc3affcfe,C00238,94,Installment,7,114.31,Pending,2025-09-17
20f0156a-1e6a-4628-9c6d-52d5ae2e9af9,C00924,62,Full,1,0.0,Completed,2025-09-06
fc9e1dcb-cb7e-4268-9f89-ed1264d6dfbf,C00186,59,Full,1,0.0,Pending,2024-05-29
24eeb4a6-c145-45c7-9d98-6115f05eeefe,C00194,73,Installment,4,247.0,Failed,2024-02-17
0a4e2552-8005-4b10-a6c1-4dca8255da61,C00289,3,Installment,4,290.83,Pending,2023-10-28
cdd0b4d4-5542-47de-b6ad-f48b2314d0c8,C00838,51,Full,1,0.0,Pending,2024-09-05
e4a4474c-9b33-43a4-a620-f9a974fd33d1,C00147,10,Installment,5,467.54,Completed,2024-10-05
518b2f21-9cf2-4859-ae6e-2e7253f591dc,C00931,83,Installment,3,726.31,Failed,2024-01-21
d7b4c294-bd44-489d-9dd2-f9defd98fe33,C00540,18,Full,1,0.0,Failed,2024-04-30
827c9f8c-d40a-45e9-81df-6517561c9210,C00103,49,Installment,2,1410.26,Pending,2024-10-18
79928faa-4cbf-431d-901b-cdefb56ff8ce,C00847,2,Full,1,0.0,Pending,2025-05-13
1c0f0bdc-ac7e-437c-94cc-1e2a5e4cb287,C00255,99,Full,1,0.0,Completed,2025-09-10
e61599c8-cbf8-4f86-8ec3-f970956d80e4,C00147,81,Full,1,0.0,Pending,2025-03-08
98cf1188-06d2-4913-a117-3719b023a0ea,C00981,14,Installment,3,119.77,Pending,2024-09-05
f8d8b7f1-c86c-4544-a7d4-cf50f791f1e5,C00143,62,Installment,4,143.73,Completed,2025-04-14
0d259caa-b8ad-4d87-ba40-45dd93dfd907,C00340,62,Full,1,0.0,Pending,2024-11-24
b89f7039-a107-4c46-8634-17182ba6adb3,C00058,70,Installment,12,163.94,Failed,2024-12-21
d25864f2-25d4-40fc-a154-2765d756ba9c,C00127,3,Full,1,0.0,Pending,2025-02-03
b35556a5-f2bd-42f2-9293-f70508150147,C00558,38,Full,1,0.0,Failed,2023-12-14
6b352f85-504e-4687-b0e7-e75604d9145e,C00908,54,Full,1,0.0,Pending,2024-01-13
80773e33-690e-4e62-b432-3ec6b0c4a01c,C00935,29,Full,1,0.0,Pending,2025-04-13
d92f3c1e-df70-4b2a-b8bb-22a5eba742d2,C00438,50,Full,1,0.0,Completed,2025-03-15
84c86c46-2359-4fa4-b4ad-af890ff1aa9f,C00672,37,Full,1,0.0,Failed,2024-02-23
7a768555-a987-4218-bf84-faef5336723b,C00394,88,Full,1,0.0,Completed,2024-10-13
75ac824c-2c55-4ef7-b4e9-573450521700,C00174,15,Full,1,0.0,Pending,2025-07-22
ad05b912-5ab2-4d4a-8bd8-8fcd57a2be4e,C00980,37,Installment,3,753.32,Failed,2025-04-11
cdbc2c1c-a4af-47bd-ae45-5cc6b88e830f,C00342,16,Installment,3,197.84,Pending,2025-02-12
f5141058-3138-4975-bbf3-3a349c2dfa97,C00620,20,Full,1,0.0,Completed,2024-03-23
f1053252-3990-42c9-8c6a-70f48edec44d,C00544,43,Full,1,0.0,Failed,2025-09-05
b4746349-49fc-4cd8-856b-ad4c4c3077c4,C00436,20,Installment,11,106.17,Completed,2024-02-23
7ad465a1-5129-450d-bd2f-4e58b47a1c5b,C00357,14,Installment,9,39.92,Failed,2024-06-05
