product_id,name,price_bhd,category,active
P327,Family Bundle,14.87,Voice,1
P328,Roaming Pack,6.89,Voice,1
P329,Unlimited Social,1.04,Combo,1
P330,Student Offer,25.34,Data,1
P331,Family Bundle,10.32,Combo,0
P332,Unlimited Social,6.58,Combo,1
P333,Family Bundle,4.16,Voice,1
P334,Family Bundle,24.19,Data,1
P335,Unlimited Social,4.99,Combo,0
P336,Family Bundle,3.84,Combo,0
P337,Roaming Pack,1.09,Combo,1
P338,Family Bundle,29.86,Combo,1
P339,Student Offer,18.85,Data,1
P340,Student Offer,16.55,Combo,1
P341,Student Offer,29.59,Combo,0
P342,Unlimited Social,23.76,Combo,0
P343,Student Offer,9.24,Voice,0
P344,Roaming Pack,3.51,Data,0
P345,Family Bundle,10.59,Combo,0
P346,Family Bundle,24.23,Combo,1
P347,Unlimited Social,24.55,Voice,1
P348,Family Bundle,23.3,Combo,1
P349,Unlimited Social,1.66,Voice,1
P350,Student Offer,25.93,Voice,0
P351,Family Bundle,7.71,Combo,0
P352,Roaming Pack,24.31,Voice,1
P353,Roaming Pack,21.54,Voice,1
P354,Student Offer,14.75,Combo,1
P355,Family Bundle,16.39,Voice,0
P356,Roaming Pack,2.05,Data,1
P357,Family Bundle,7.91,Data,0
P358,Unlimited Social,3.9,Voice,1
P359,Family Bundle,12.25,Voice,1
P360,Student Offer,27.25,Data,0
P361,Family Bundle,10.07,Combo,0
P362,Student Offer,1.63,Voice,1
P363,Family Bundle,25.37,Data,1
P364,Unlimited Social,4.53,Data,0
P365,Unlimited Social,3.41,Combo,0
P366,Unlimited Social,1.06,Data,1
P367,Family Bundle,27.14,Data,1
P368,Family Bundle,28.83,Data,1
P369,Family Bundle,19.57,Data,0
P370,Unlimited Social,16.71,Voice,0
P371,Roaming Pack,28.66,Combo,1
P372,Family Bundle,23.26,Voice,0
P373,Roaming Pack,20.0,Combo,0
P374,Unlimited Social,1.64,Voice,0
P375,Unlimited Social,26.46,Data,0
P376,Student Offer,5.8,Combo,0
P377,Unlimited Social,23.18,Voice,0
P378,Student Offer,26.35,Data,1
P379,Roaming Pack,11.47,Combo,0
P380,Roaming Pack,12.78,Data,0
P381,Family Bundle,13.23,Combo,1
P382,Roaming Pack,15.46,Combo,1
P383,Unlimited Social,6.05,Combo,0
P384,Unlimited Social,5.38,Data,1
P385,Family Bundle,9.22,Combo,1
P386,Unlimited Social,3.95,Combo,0
P387,Unlimited Social,5.39,Voice,1
P388,Family Bundle,15.58,Voice,0
P389,Family Bundle,28.26,Voice,1
P390,Unlimited Social,10.55,Data,1
P391,Family Bundle,2.94,Voice,0
P392,Family Bundle,28.85,Voice,0
P393,Unlimited Social,5.49,Combo,1
P394,Family Bundle,5.91,Data,0
P395,Roaming Pack,28.86,Voice,1
P396,Roaming Pack,13.59,Data,1
P397,Roaming Pack,5.23,Voice,1
P398,Family Bundle,4.69,Voice,0
P399,Student Offer,6.78,Combo,0
P400,Family Bundle,29.13,Combo,1
P401,Roaming Pack,23.36,Data,1
P402,Unlimited Social,12.61,Voice,1
P403,Unlimited Social,18.79,Voice,0
P404,Student Offer,15.47,Voice,0
P405,Family Bundle,6.22,Combo,0
P406,Family Bundle,29.24,Voice,0
P407,Student Offer,29.36,Data,1
P408,Student Offer,2.45,Combo,1
P409,Student Offer,8.46,Voice,1
P410,Roaming Pack,12.06,Voice,1
P411,Family Bundle,15.16,Voice,0
P412,Student Offer,16.54,Data,1
P413,Unlimited Social,13.46,Voice,0
P414,Family Bundle,13.92,Voice,1
P415,Roaming Pack,23.62,Combo,1
P416,Family Bundle,14.55,Voice,1
P417,Family Bundle,1.35,Combo,1
P418,Roaming Pack,22.01,Combo,0
P419,Roaming Pack,25.28,Combo,0
P420,Unlimited Social,16.7,Combo,0
P421,Family Bundle,13.07,Voice,0
P422,Student Offer,8.99,Combo,0
P423,Roaming Pack,11.66,Combo,1
P424,Roaming Pack,16.74,Data,1
P425,Student Offer,1.81,Voice,0
P426,Student Offer,11.01,Data,1
P427,Family Bundle,10.37,Data,1
P428,Roaming Pack,11.01,Voice,1
P429,Family Bundle,1.42,Combo,1
P430,Unlimited Social,5.51,Voice,0
P431,Unlimited Social,25.86,Data,1
P432,Roaming Pack,16.9,Data,0
P433,Family Bundle,25.43,Data,0
P434,Family Bundle,17.35,Voice,1
P435,Roaming Pack,12.84,Voice,1
P436,Family Bundle,15.21,Combo,0
P437,Roaming Pack,18.87,Data,1
P438,Roaming Pack,22.49,Combo,0
P439,Roaming Pack,20.18,Voice,0
P440,Student Offer,11.91,Data,0
P441,Roaming Pack,9.38,Voice,0
P442,Roaming Pack,14.85,Data,1
P443,Roaming Pack,22.82,Voice,1
P444,Student Offer,17.92,Data,1
P445,Family Bundle,3.08,Data,0
P446,Roaming Pack,19.06,Combo,0
P447,Student Offer,24.26,Data,1
P448,Family Bundle,22.0,Voice,0
P449,Unlimited Social,21.7,Data,1
P450,Student Offer,18.66,Combo,1
P451,Unlimited Social,6.51,Data,1
P452,Roaming Pack,5.21,Data,0
P453,Unlimited Social,14.34,Combo,1
P454,Student Offer,5.15,Combo,0
P455,Roaming Pack,10.76,Combo,0
P456,Roaming Pack,4.05,Voice,0
P457,Unlimited Social,6.5,Combo,1
P458,Roaming Pack,21.04,Voice,1
P459,Student Offer,7.0,Data,1
P460,Unlimited Social,29.88,Combo,0
P461,Roaming Pack,22.55,Combo,0
P462,Roaming Pack,29.87,Combo,0
P463,Roaming Pack,22.75,Data,1
P464,Roaming Pack,26.95,Data,1
P465,Unlimited Social,28.1,Voice,1
P466,Unlimited Social,3.67,Voice,1
P467,Family Bundle,27.09,Data,0
P468,Family Bundle,3.37,Combo,1
P469,Student Offer,6.03,Data,1
P470,Family Bundle,6.11,Voice,1
P471,Student Offer,25.64,Combo,0
P472,Family Bundle,22.23,Data,0
P473,Unlimited Social,14.54,Data,1
P474,Roaming Pack,19.22,Voice,0
P475,Roaming Pack,17.2,Combo,0
P476,Unlimited Social,5.16,Data,1
P477,Student Offer,20.39,Voice,0
P478,Roaming Pack,12.54,Combo,1
P479,Unlimited Social,22.14,Combo,0
P480,Student Offer,21.09,Data,0
P481,Roaming Pack,16.09,Combo,1
P482,Unlimited Social,4.62,Combo,0
P483,Family Bundle,17.94,Combo,0
P484,Unlimited Social,16.64,Voice,0
P485,Student Offer,10.83,Combo,0
P486,Unlimited Social,27.76,Combo,0
P487,Roaming Pack,15.73,Voice,1
P488,Student Offer,16.93,Voice,0
P489,Roaming Pack,17.82,Data,1
P490,Roaming Pack,20.44,Data,1
P491,Unlimited Social,26.54,Data,0
P492,Student Offer,10.41,Data,0
P493,Roaming Pack,19.56,Data,1
P494,Family Bundle,28.88,Voice,1
P495,Unlimited Social,19.9,Data,1
P496,Family Bundle,1.67,Combo,0
P497,Roaming Pack,5.53,Data,1
P498,Roaming Pack,21.84,Voice,1
P499,Student Offer,12.8,Voice,1
P500,Roaming Pack,17.41,Voice,1
P501,Student Offer,15.49,Voice,0
P502,Family Bundle,12.64,Voice,1
P503,Roaming Pack,28.05,Voice,1
P504,Family Bundle,1.45,Voice,0
P505,Unlimited Social,24.15,Voice,1
P506,Roaming Pack,6.98,Combo,0
P507,Unlimited Social,25.53,Combo,0
P508,Roaming Pack,10.16,Combo,1
P509,Family Bundle,22.35,Voice,1
P510,Unlimited Social,22.6,Combo,0
P511,Roaming Pack,4.25,Combo,0
P512,Unlimited Social,22.73,Voice,1
P513,Family Bundle,7.47,Combo,1
P514,Family Bundle,11.39,Voice,0
P515,Family Bundle,21.49,Data,0
P516,Family Bundle,9.23,Voice,0
P517,Family Bundle,27.43,Combo,0
P518,Family Bundle,19.61,Voice,0
P519,Family Bundle,29.26,Voice,1
P520,Roaming Pack,9.83,Voice,1
P521,Student Offer,21.28,Combo,0
P522,Student Offer,19.79,Combo,0
P523,Student Offer,16.0,Data,0
P524,Roaming Pack,8.19,Data,0
P525,Family Bundle,27.74,Data,0
P526,Roaming Pack,6.03,Combo,0
P527,Unlimited Social,13.22,Voice,1
P528,Roaming Pack,9.56,Voice,1
P529,Family Bundle,11.71,Data,1
P530,Roaming Pack,26.46,Combo,0
P531,Student Offer,6.63,Voice,1
P532,Unlimited Social,24.13,Voice,1
P533,Family Bundle,8.67,Voice,0
P534,Family Bundle,12.49,Voice,0
P535,Unlimited Social,29.09,Voice,0
P536,Roaming Pack,3.52,Voice,1
P537,Unlimited Social,18.4,Voice,1
P538,Unlimited Social,12.87,Voice,0
P539,Family Bundle,14.57,Combo,1
P540,Roaming Pack,3.96,Data,0
P541,Family Bundle,23.52,Voice,0
P542,Unlimited Social,16.88,Combo,1
P543,Student Offer,5.31,Data,0
P544,Student Offer,11.13,Voice,1
P545,Student Offer,28.48,Data,1
P546,Student Offer,27.73,Combo,1
P547,Family Bundle,18.02,Voice,0
P548,Family Bundle,9.43,Data,1
P549,Roaming Pack,19.96,Combo,0
P550,Roaming Pack,7.42,Combo,0
P551,Roaming Pack,4.3,Combo,1
P552,Unlimited Social,28.69,Voice,1
P553,Unlimited Social,8.5,Data,0
P554,Unlimited Social,10.74,Voice,0
P555,Roaming Pack,15.4,Data,1
P556,Unlimited Social,26.04,Combo,0
P557,Family Bundle,15.76,Voice,0
P558,Roaming Pack,21.37,Combo,0
P559,Unlimited Social,1.15,Data,0
P560,Unlimited Social,8.41,Combo,1
P561,Student Offer,26.9,Data,0
P562,Unlimited Social,10.6,Combo,0
P563,Student Offer,7.16,Voice,1
P564,Family Bundle,6.14,Data,0
P565,Student Offer,22.17,Voice,1
P566,Unlimited Social,21.65,Voice,1
P567,Family Bundle,20.85,Voice,1
P568,Family Bundle,12.22,Voice,0
P569,Student Offer,11.96,Combo,1
P570,Roaming Pack,22.32,Data,0
P571,Family Bundle,6.0,Data,0
P572,Roaming Pack,16.46,Combo,0
P573,Roaming Pack,20.08,Data,0
P574,Roaming Pack,5.15,Combo,0
P575,Roaming Pack,7.04,Voice,0
P576,Family Bundle,9.88,Voice,1
P577,Roaming Pack,5.99,Voice,0
P578,Roaming Pack,15.51,Voice,0
P579,Family Bundle,26.91,Voice,0
P580,Unlimited Social,22.13,Voice,1
P581,Family Bundle,2.71,Combo,1
P582,Student Offer,23.19,Voice,1
P583,Unlimited Social,7.68,Combo,0
P584,Roaming Pack,13.15,Voice,0
P585,Roaming Pack,28.35,Voice,1
P586,Student Offer,27.59,Combo,1
P587,Family Bundle,1.38,Voice,1
P588,Unlimited Social,4.84,Data,1
P589,Student Offer,27.71,Combo,0
P590,Roaming Pack,23.54,Combo,1
P591,Student Offer,12.54,Data,0
P592,Student Offer,4.71,Combo,1
P593,Unlimited Social,23.58,Combo,0
P594,Unlimited Social,17.14,Data,1
P595,Unlimited Social,6.32,Data,0
P596,Student Offer,10.23,Voice,1
P597,Family Bundle,5.05,Voice,0
P598,Student Offer,26.98,Combo,0
P599,Family Bundle,26.79,Combo,0
P600,Roaming Pack,10.21,Combo,0
P601,Roaming Pack,29.72,Combo,0
P602,Unlimited Social,4.88,Voice,0
P603,Roaming Pack,15.03,Combo,0
P604,Roaming Pack,22.07,Combo,1
P605,Student Offer,22.42,Combo,1
P606,Family Bundle,18.86,Voice,1
P607,Family Bundle,16.56,Voice,1
P608,Student Offer,6.26,Data,1
P609,Unlimited Social,17.59,Voice,0
P610,Student Offer,20.59,Combo,1
P611,Student Offer,17.9,Data,0
P612,Roaming Pack,21.15,Data,1
P613,Unlimited Social,17.65,Combo,0
P614,Roaming Pack,27.55,Combo,1
P615,Roaming Pack,20.25,Data,0
P616,Student Offer,8.52,Data,0
P617,Roaming Pack,4.97,Combo,1
P618,Student Offer,26.76,Combo,1
P619,Unlimited Social,13.43,Combo,0
P620,Unlimited Social,8.17,Voice,1
P621,Unlimited Social,22.75,Combo,1
P622,Student Offer,1.5,Data,0
P623,Unlimited Social,12.33,Voice,1
P624,Roaming Pack,14.27,Combo,1
P625,Family Bundle,4.24,Data,1
P626,Unlimited Social,14.58,Voice,1
P627,Student Offer,28.68,Data,0
P628,Student Offer,28.43,Data,1
P629,Unlimited Social,15.93,Data,1
P630,Roaming Pack,17.55,Voice,0
P631,Unlimited Social,8.97,Voice,0
P632,Unlimited Social,8.45,Combo,0
P633,Unlimited Social,18.62,Data,0
P634,Roaming Pack,5.09,Combo,0
P635,Family Bundle,25.35,Voice,0
P636,Unlimited Social,15.26,Data,0
P637,Student Offer,21.87,Data,0
P638,Family Bundle,27.78,Data,0
P639,Roaming Pack,6.35,Data,0
P640,Student Offer,4.78,Data,0
P641,Roaming Pack,11.83,Voice,0
P642,Roaming Pack,8.62,Data,1
P643,Family Bundle,5.52,Combo,0
P644,Roaming Pack,21.92,Combo,0
P645,Roaming Pack,16.5,Combo,1
P646,Unlimited Social,29.3,Voice,0
P647,Roaming Pack,3.14,Voice,0
P648,Unlimited Social,22.36,Voice,1
P649,Unlimited Social,20.11,Voice,1
P650,Student Offer,19.66,Voice,1
P651,Unlimited Social,29.08,Voice,0
P652,Family Bundle,20.47,Combo,1
P653,Student Offer,29.78,Voice,1
P654,Family Bundle,10.54,Combo,1
P655,Roaming Pack,20.47,Data,0
P656,Family Bundle,5.46,Combo,0
P657,Roaming Pack,13.92,Voice,1
P658,Student Offer,14.08,Combo,1
P659,Roaming Pack,21.77,Voice,1
P660,Family Bundle,6.88,Voice,0
P661,Unlimited Social,1.03,Data,1
P662,Family Bundle,10.29,Combo,0
P663,Student Offer,15.51,Voice,0
P664,Unlimited Social,5.8,Combo,0
P665,Student Offer,3.56,Data,0
P666,Student Offer,24.51,Voice,0
P667,Student Offer,20.37,Voice,1
P668,Unlimited Social,2.4,Voice,1
P669,Student Offer,8.87,Voice,1
P670,Unlimited Social,15.18,Voice,0
P671,Family Bundle,1.68,Data,1
P672,Student Offer,23.29,Combo,0
P673,Roaming Pack,13.66,Voice,0
P674,Roaming Pack,1.88,Voice,1
P675,Student Offer,25.84,Combo,1
P676,Family Bundle,1.18,Data,1
P677,Student Offer,29.04,Voice,0
P678,Family Bundle,10.61,Combo,1
P679,Student Offer,15.25,Voice,0
P680,Student Offer,1.11,Voice,1
P681,Family Bundle,21.89,Data,1
P682,Family Bundle,14.0,Combo,0
P683,Roaming Pack,5.73,Data,1
P684,Unlimited Social,10.44,Combo,0
P685,Roaming Pack,27.18,Combo,1
P686,Unlimited Social,25.72,Combo,0
P687,Unlimited Social,7.92,Voice,1
P688,Unlimited Social,15.96,Voice,0
P689,Family Bundle,16.37,Data,0
P690,Unlimited Social,5.46,Combo,1
P691,Family Bundle,23.29,Combo,1
P692,Student Offer,5.68,Data,0
P693,Roaming Pack,23.83,Data,1
P694,Unlimited Social,25.6,Voice,1
P695,Unlimited Social,28.88,Data,0
P696,Family Bundle,21.74,Data,1
P697,Student Offer,26.38,Data,1
P698,Roaming Pack,24.53,Voice,0
