customer_id,age,gender,city,plan_type,join_date,churned,last_month_usage_gb,complaints_count
C094,49,M,Isa Town,Postpaid,2022-10-23,1,39.65,0
C095,36,M,Isa Town,Prepaid,2021-01-06,1,33.2,2
C096,48,F,Isa Town,Postpaid,2022-08-10,1,35.14,2
C097,37,F,Muharraq,Prepaid,2025-09-05,0,15.78,5
C098,52,M,Muharraq,Prepaid,2023-05-06,1,13.82,4
C099,51,F,Manama,Prepaid,2025-07-22,1,11.37,1
C100,37,M,Muharraq,Postpaid,2025-01-01,0,48.71,4
C101,36,M,Isa Town,Prepaid,2020-10-02,0,28.7,3
C102,48,F,Riffa,Prepaid,2024-04-20,0,12.62,3
C103,25,M,Isa Town,Postpaid,2024-02-09,0,28.85,5
C104,21,M,Muharraq,Postpaid,2023-05-21,0,49.7,0
C105,53,F,Muharraq,Postpaid,2022-01-12,1,45.43,2
C106,55,F,Riffa,Prepaid,2023-11-27,0,47.38,1
C107,58,M,Riffa,Prepaid,2021-04-03,0,11.99,4
C108,22,M,Manama,Postpaid,2022-11-15,1,34.47,3
C109,36,M,Muharraq,Postpaid,2022-12-19,1,35.15,3
C110,22,M,Riffa,Prepaid,2025-06-20,1,5.74,1
C111,59,M,Riffa,Prepaid,2025-01-29,0,2.98,2
C112,56,F,Isa Town,Prepaid,2022-01-06,1,34.43,5
C113,43,F,Isa Town,Postpaid,2023-03-15,0,29.9,3
C114,65,F,Riffa,Prepaid,2021-08-04,0,11.45,5
C115,54,M,Riffa,Prepaid,2025-04-06,0,23.53,5
C116,46,F,Muharraq,Postpaid,2025-01-19,1,48.45,3
C117,40,F,Riffa,Postpaid,2022-03-11,0,42.89,2
C118,44,F,Riffa,Postpaid,2023-11-23,0,22.74,2
C119,34,F,Manama,Postpaid,2023-09-29,0,32.88,4
C120,47,F,Manama,Prepaid,2021-06-18,1,31.13,3
C121,58,F,Manama,Prepaid,2024-07-06,1,27.46,2
C122,46,F,Manama,Prepaid,2023-05-25,0,35.49,2
C123,53,M,Isa Town,Prepaid,2024-08-04,0,49.61,0
C124,47,M,Muharraq,Postpaid,2023-05-08,1,25.44,2
C125,44,F,Isa Town,Prepaid,2020-09-13,1,27.56,3
C126,30,M,Manama,Postpaid,2022-04-27,1,16.99,4
C127,35,M,Riffa,Postpaid,2020-10-17,1,43.26,3
C128,52,F,Riffa,Postpaid,2025-05-06,1,22.77,2
C129,30,M,Isa Town,Prepaid,2025-02-03,1,2.18,5
C130,48,F,Isa Town,Prepaid,2024-11-09,1,48.24,1
C131,50,F,Manama,Postpaid,2022-03-27,0,26.3,3
C132,18,M,Isa Town,Prepaid,2020-12-26,0,23.47,2
C133,39,F,Manama,Postpaid,2025-02-02,1,47.71,5
C134,63,F,Manama,Prepaid,2025-06-08,0,31.56,2
C135,32,M,Isa Town,Prepaid,2021-02-15,0,22.18,5
C136,37,M,Manama,Postpaid,2023-02-16,0,14.67,2
C137,45,M,Muharraq,Postpaid,2021-01-16,0,8.5,0
C138,57,F,Muharraq,Postpaid,2024-07-02,0,11.61,5
C139,34,F,Riffa,Prepaid,2024-07-12,1,45.06,5
C140,52,M,Manama,Postpaid,2021-05-04,1,49.38,2
C141,58,F,Riffa,Postpaid,2023-01-28,1,9.96,3
C142,48,M,Muharraq,Postpaid,2023-06-13,1,28.74,5
C143,36,M,Isa Town,Postpaid,2022-01-09,0,28.3,5
C144,65,M,Isa Town,Postpaid,2025-01-22,0,30.35,2
C145,32,M,Riffa,Prepaid,2022-10-25,0,45.17,5
C146,20,F,Isa Town,Prepaid,2021-10-03,1,36.62,0
C147,36,F,Isa Town,Prepaid,2023-05-25,0,6.61,4
C148,41,F,Muharraq,Postpaid,2024-05-07,1,48.37,2
C149,65,F,Manama,Postpaid,2021-09-14,0,7.04,1
C150,61,F,Riffa,Prepaid,2022-04-04,1,0.7,4
C151,25,F,Riffa,Postpaid,2025-09-04,1,41.12,2
C152,24,M,Isa Town,Prepaid,2023-12-13,1,45.76,1
C153,59,M,Isa Town,Postpaid,2022-11-21,1,5.83,0
C154,20,F,Isa Town,Prepaid,2023-04-15,0,11.74,4
C155,26,F,Isa Town,Postpaid,2021-04-21,1,29.37,5
C156,27,F,Manama,Postpaid,2021-10-27,1,46.95,2
C157,20,F,Muharraq,Postpaid,2022-05-22,1,47.53,2
C158,24,F,Riffa,Prepaid,2023-08-22,1,13.79,0
C159,47,M,Muharraq,Prepaid,2021-11-06,0,39.34,1
C160,26,M,Manama,Prepaid,2021-10-19,0,40.65,1
C161,39,M,Manama,Postpaid,2021-01-19,0,49.38,4
C162,34,M,Manama,Prepaid,2023-11-09,0,0.74,1
C163,55,F,Manama,Prepaid,2021-11-04,1,2.62,5
C164,44,M,Manama,Postpaid,2025-03-24,1,38.9,4
C165,55,M,Isa Town,Prepaid,2024-12-30,0,36.36,5
C166,51,F,Isa Town,Prepaid,2021-01-19,0,49.93,3
C167,45,M,Isa Town,Postpaid,2021-11-20,0,44.96,2
C168,56,M,Manama,Prepaid,2024-01-17,1,31.22,4
C169,53,F,Isa Town,Postpaid,2021-10-08,1,25.28,3
C170,24,M,Muharraq,Postpaid,2021-05-11,1,44.4,3
C171,39,F,Isa Town,Postpaid,2025-05-18,0,15.63,2
C172,60,F,Riffa,Prepaid,2023-07-22,1,3.36,0
C173,23,F,Manama,Postpaid,2023-01-23,0,27.82,4
C174,53,F,Manama,Postpaid,2024-08-15,1,43.68,3
C175,64,M,Riffa,Postpaid,2024-09-26,1,5.18,4
C176,31,M,Isa Town,Prepaid,2021-08-25,0,17.51,4
C177,41,M,Riffa,Prepaid,2021-03-08,1,42.26,4
C178,57,M,Riffa,Prepaid,2022-11-08,0,13.66,2
C179,39,F,Manama,Prepaid,2022-10-25,0,28.32,3
C180,22,M,Manama,Prepaid,2023-01-13,0,18.81,3
C181,39,M,Riffa,Postpaid,2024-05-06,1,38.84,4
C182,56,M,Manama,Prepaid,2024-01-25,0,37.72,0
C183,61,M,Riffa,Postpaid,2025-08-15,1,24.28,3
C184,44,F,Muharraq,Prepaid,2021-03-10,1,21.5,2
C185,61,F,Riffa,Prepaid,2022-09-17,0,19.76,4
C186,21,M,Muharraq,Postpaid,2022-05-24,0,38.37,2
C187,36,F,Manama,Prepaid,2025-01-03,1,37.35,1
C188,26,F,Muharraq,Postpaid,2021-12-10,0,19.85,5
C189,20,F,Manama,Postpaid,2021-08-25,0,43.11,4
C190,45,F,Isa Town,Postpaid,2022-12-10,0,20.25,2
C191,28,F,Riffa,Prepaid,2022-10-22,1,42.22,1
C192,45,F,Manama,Postpaid,2022-02-02,1,37.29,1
C193,39,M,Manama,Prepaid,2021-12-12,0,45.3,2
C194,40,M,Muharraq,Prepaid,2025-04-25,0,12.8,1
C195,56,M,Manama,Prepaid,2022-11-30,1,23.2,4
C196,55,F,Riffa,Postpaid,2025-01-02,0,21.99,3
C197,46,F,Riffa,Prepaid,2023-06-14,1,25.37,2
C198,47,F,Manama,Prepaid,2020-12-13,1,41.58,0
C199,59,M,Isa Town,Postpaid,2025-09-11,0,22.49,4
C200,59,M,Riffa,Postpaid,2024-11-17,0,47.89,3
C201,24,F,Manama,Prepaid,2025-07-18,0,12.39,3
C202,46,M,Riffa,Postpaid,2025-05-01,1,19.37,2
C203,61,M,Riffa,Prepaid,2024-12-10,1,4.73,5
C204,42,F,Riffa,Prepaid,2021-07-12,1,4.08,5
C205,27,F,Riffa,Postpaid,2023-02-16,0,29.75,0
C206,37,F,Riffa,Prepaid,2021-10-07,0,32.3,3
C207,50,F,Manama,Postpaid,2022-09-14,1,9.01,1
C208,39,F,Muharraq,Prepaid,2020-12-28,0,7.75,2
C209,24,M,Riffa,Prepaid,2022-08-05,1,7.71,1
C210,62,M,Isa Town,Prepaid,2025-08-17,1,18.21,5
C211,33,F,Riffa,Postpaid,2022-01-09,0,26.7,2
C212,48,M,Riffa,Postpaid,2024-08-14,1,38.47,3
C213,50,F,Muharraq,Prepaid,2022-12-22,0,43.65,0
C214,59,F,Riffa,Prepaid,2022-10-24,0,14.25,1
C215,35,F,Muharraq,Postpaid,2025-06-27,0,47.32,1
C216,46,F,Manama,Postpaid,2025-09-04,0,19.82,2
C217,33,F,Manama,Postpaid,2023-06-24,0,1.41,0
C218,63,F,Muharraq,Prepaid,2024-04-16,0,14.34,3
C219,62,M,Isa Town,Postpaid,2021-06-21,0,45.29,0
C220,34,M,Muharraq,Postpaid,2022-03-08,0,38.81,1
C221,37,M,Manama,Prepaid,2025-07-17,1,31.95,4
C222,47,M,Manama,Postpaid,2023-08-06,0,31.6,4
C223,33,M,Riffa,Postpaid,2023-05-30,0,30.74,1
C224,54,F,Muharraq,Prepaid,2024-06-09,1,3.38,4
C225,52,M,Isa Town,Postpaid,2020-12-25,0,31.78,2
C226,34,M,Riffa,Prepaid,2023-08-15,1,12.06,5
C227,58,M,Riffa,Prepaid,2023-03-19,0,17.61,2
C228,59,M,Isa Town,Postpaid,2024-12-17,0,40.57,0
C229,63,F,Manama,Postpaid,2021-06-26,0,2.19,1
C230,20,F,Riffa,Postpaid,2025-07-03,1,12.67,5
C231,30,F,Riffa,Prepaid,2021-02-05,1,13.66,2
C232,45,F,Isa Town,Postpaid,2021-08-17,1,48.69,3
C233,62,F,Riffa,Postpaid,2023-09-04,0,36.35,0
C234,45,M,Riffa,Postpaid,2024-01-28,0,4.0,5
C235,36,F,Isa Town,Postpaid,2021-11-15,0,34.49,2
C236,46,M,Riffa,Postpaid,2021-04-19,1,31.97,0
C237,22,F,Riffa,Prepaid,2025-02-24,0,7.14,4
C238,61,F,Manama,Prepaid,2021-12-05,0,11.8,5
C239,41,F,Isa Town,Prepaid,2023-09-03,0,33.95,2
C240,41,F,Manama,Prepaid,2023-10-18,1,19.9,5
C241,35,M,Manama,Prepaid,2022-10-17,0,24.95,3
C242,53,M,Riffa,Postpaid,2023-08-14,1,10.73,4
C243,36,F,Muharraq,Prepaid,2023-04-25,0,42.64,3
C244,29,F,Manama,Postpaid,2025-05-16,1,35.48,4
C245,52,F,Riffa,Prepaid,2021-09-20,0,39.68,4
C246,32,M,Muharraq,Prepaid,2024-04-12,0,39.52,0
C247,41,F,Isa Town,Prepaid,2021-11-22,0,3.29,3
C248,63,F,Isa Town,Postpaid,2022-09-05,0,6.27,2
C249,59,M,Isa Town,Postpaid,2024-01-22,1,6.42,4
C250,58,M,Muharraq,Postpaid,2022-03-14,0,41.57,4
C251,27,F,Muharraq,Prepaid,2022-04-12,1,46.74,1
C252,40,F,Manama,Postpaid,2024-06-16,0,31.75,4
C253,35,M,Riffa,Prepaid,2021-01-22,0,29.59,4
C254,27,M,Riffa,Prepaid,2022-12-28,0,4.06,5
C255,54,F,Muharraq,Postpaid,2025-09-10,0,24.9,5
C256,52,F,Riffa,Postpaid,2025-09-05,0,40.23,5
C257,43,F,Isa Town,Prepaid,2021-01-23,0,7.9,3
C258,48,F,Muharraq,Postpaid,2021-10-06,0,15.63,5
C259,38,F,Isa Town,Prepaid,2022-01-09,1,25.75,0
C260,38,M,Isa Town,Prepaid,2025-05-14,1,22.48,1
C261,24,M,Riffa,Postpaid,2025-02-07,1,12.41,1
C262,38,F,Muharraq,Prepaid,2025-02-04,1,49.8,3
C263,49,F,Isa Town,Prepaid,2022-07-19,0,47.26,4
C264,47,M,Muharraq,Postpaid,2021-06-27,0,2.53,3
C265,56,F,Riffa,Prepaid,2024-11-13,0,21.55,2
C266,64,F,Isa Town,Postpaid,2024-03-20,0,20.03,4
C267,53,M,Riffa,Postpaid,2023-10-04,0,19.32,3
C268,53,F,Manama,Prepaid,2025-08-20,0,19.7,2
C269,53,F,Muharraq,Prepaid,2023-12-20,1,25.0,0
C270,20,M,Riffa,Postpaid,2020-09-26,1,7.45,4
C271,26,F,Riffa,Prepaid,2024-10-13,1,49.53,5
C272,37,F,Isa Town,Postpaid,2022-03-12,1,40.79,2
C273,39,M,Isa Town,Postpaid,2024-01-07,0,29.85,2
C274,59,M,Manama,Postpaid,2025-05-24,0,26.21,5
C275,57,F,Muharraq,Prepaid,2021-05-15,0,28.63,5
C276,25,M,Manama,Postpaid,2021-04-10,1,20.94,3
C277,62,M,Isa Town,Postpaid,2021-03-26,0,35.29,4
C278,31,F,Isa Town,Postpaid,2023-06-19,1,47.83,3
C279,52,F,Riffa,Postpaid,2022-01-22,1,9.61,1
C280,35,F,Muharraq,Postpaid,2023-09-22,1,35.25,5
C281,63,F,Riffa,Postpaid,2024-04-15,1,28.02,5
C282,35,F,Manama,Postpaid,2021-09-18,1,40.92,1
C283,36,M,Riffa,Prepaid,2023-11-14,1,46.2,5
C284,34,F,Muharraq,Prepaid,2022-01-07,1,46.65,5
C285,35,M,Manama,Prepaid,2023-02-21,0,2.54,4
C286,32,M,Manama,Prepaid,2025-03-24,1,16.51,3
C287,24,M,Manama,Prepaid,2024-12-05,1,32.64,3
C288,48,M,Riffa,Postpaid,2021-02-27,1,32.29,0
C289,59,M,Manama,Prepaid,2022-10-25,1,44.11,1
C290,20,F,Isa Town,Prepaid,2022-01-30,1,43.84,0
C291,37,M,Riffa,Postpaid,2020-09-18,1,49.45,4
C292,51,F,Muharraq,Postpaid,2024-07-21,1,9.64,0
C293,39,M,Isa Town,Postpaid,2023-11-20,0,0.7,2
C294,36,M,Muharraq,Postpaid,2022-01-03,1,25.76,0
C295,43,M,Muharraq,Prepaid,2024-05-28,1,16.18,1
C296,18,F,Isa Town,Prepaid,2023-06-16,1,37.69,2
C297,37,M,Riffa,Postpaid,2022-11-02,0,3.11,0
C298,47,F,Muharraq,Postpaid,2020-09-29,1,34.51,5
C299,36,F,Muharraq,Prepaid,2021-01-27,0,23.91,3
C300,65,F,Isa Town,Postpaid,2025-02-11,0,38.09,5
C301,56,M,Isa Town,Postpaid,2025-03-21,0,45.86,0
C302,21,M,Muharraq,Prepaid,2023-06-05,1,42.72,3
C303,25,M,Isa Town,Prepaid,2024-11-14,1,40.43,3
C304,26,F,Isa Town,Prepaid,2023-08-12,1,33.64,2
C305,64,M,Isa Town,Postpaid,2021-06-09,0,37.29,4
C306,22,M,Isa Town,Postpaid,2021-05-02,0,27.06,0
C307,22,F,Manama,Postpaid,2022-03-29,1,9.0,1
C308,59,F,Riffa,Postpaid,2025-03-12,1,43.48,3
C309,42,M,Muharraq,Postpaid,2024-09-05,0,8.92,4
C310,43,M,Muharraq,Prepaid,2025-01-01,0,48.92,3
C311,61,F,Isa Town,Prepaid,2025-03-12,0,23.03,1
C312,35,M,Manama,Prepaid,2021-09-30,1,30.75,0
C313,33,M,Manama,Prepaid,2021-12-11,0,22.32,5
C314,63,M,Muharraq,Prepaid,2021-03-18,1,21.95,4
C315,31,M,Muharraq,Postpaid,2024-08-07,0,40.79,5
C316,54,F,Riffa,Prepaid,2025-02-13,1,43.81,5
C317,51,M,Isa Town,Postpaid,2022-09-24,1,3.05,4
C318,65,M,Isa Town,Postpaid,2023-10-20,0,48.61,5
C319,60,F,Riffa,Postpaid,2021-06-21,1,7.46,3
C320,29,F,Muharraq,Prepaid,2025-05-07,1,42.88,1
C321,47,M,Isa Town,Postpaid,2025-01-08,0,19.42,2
C322,31,F,Manama,Postpaid,2025-07-31,1,4.62,5
C323,30,M,Riffa,Postpaid,2024-10-02,0,43.68,1
C324,55,M,Isa Town,Prepaid,2025-02-08,1,15.16,0
C325,31,M,Manama,Postpaid,2020-10-27,0,34.78,5
C326,31,F,Muharraq,Postpaid,2024-05-19,1,19.03,4
C327,59,F,Riffa,Postpaid,2022-05-11,1,25.64,3
C328,47,M,Isa Town,Postpaid,2025-05-09,0,18.54,3
C329,20,M,Muharraq,Prepaid,2024-09-16,1,27.67,4
C330,55,F,Riffa,Prepaid,2025-01-07,0,16.49,3
C331,54,M,Isa Town,Postpaid,2024-10-02,1,38.17,3
C332,64,F,Isa Town,Prepaid,2022-01-12,1,8.46,5
C333,52,F,Muharraq,Prepaid,2024-08-20,0,41.95,0
C334,60,M,Manama,Postpaid,2021-03-28,0,42.13,1
C335,22,M,Manama,Prepaid,2025-01-22,1,18.66,4
C336,58,F,Isa Town,Prepaid,2024-12-28,0,26.61,3
C337,18,M,Riffa,Postpaid,2021-10-23,0,25.11,5
C338,61,F,Muharraq,Prepaid,2024-10-12,0,26.22,1
C339,30,F,Riffa,Postpaid,2022-12-31,1,3.95,3
C340,47,M,Muharraq,Postpaid,2022-03-23,0,32.69,5
C341,20,M,Isa Town,Postpaid,2024-09-04,1,27.64,0
C342,58,M,Muharraq,Prepaid,2021-11-01,1,42.27,5
C343,39,M,Manama,Prepaid,2020-10-25,0,45.06,5
C344,54,F,Riffa,Prepaid,2021-08-30,0,34.22,2
C345,52,M,Muharraq,Postpaid,2022-05-04,0,48.07,4
C346,27,F,Manama,Postpaid,2025-01-08,0,28.2,4
C347,42,F,Isa Town,Prepaid,2025-07-14,0,25.04,2
C348,21,M,Isa Town,Prepaid,2022-02-03,0,17.03,4
C349,56,F,Riffa,Prepaid,2023-11-27,1,39.18,3
C350,49,M,Riffa,Postpaid,2022-09-12,1,9.29,4
C351,60,F,Manama,Postpaid,2025-08-09,0,35.66,0
C352,35,M,Isa Town,Prepaid,2023-05-19,1,15.83,0
C353,23,M,Riffa,Postpaid,2025-05-24,1,38.07,0
C354,26,M,Muharraq,Postpaid,2021-04-10,1,27.85,4
C355,44,M,Manama,Prepaid,2025-07-20,1,27.71,4
C356,56,F,Isa Town,Prepaid,2021-08-04,1,20.69,0
C357,64,M,Muharraq,Postpaid,2025-07-06,0,6.94,2
C358,35,F,Muharraq,Prepaid,2022-01-10,0,21.73,3
C359,37,F,Manama,Postpaid,2021-03-29,1,47.21,5
C360,58,F,Muharraq,Postpaid,2022-11-14,0,6.77,0
C361,43,F,Isa Town,Postpaid,2024-05-05,1,16.74,5
C362,56,M,Riffa,Postpaid,2022-04-08,0,23.95,1
C363,43,F,Riffa,Postpaid,2023-09-24,0,16.29,2
C364,43,F,Manama,Prepaid,2023-04-04,0,34.09,4
C365,19,F,Muharraq,Postpaid,2022-08-16,1,41.56,0
C366,44,F,Muharraq,Postpaid,2023-08-01,0,12.63,1
C367,63,F,Isa Town,Prepaid,2021-12-21,1,49.54,3
C368,55,F,Isa Town,Prepaid,2024-03-29,1,35.08,4
C369,56,M,Manama,Prepaid,2020-09-15,1,8.32,4
C370,20,F,Riffa,Postpaid,2025-04-30,0,0.53,2
C371,32,M,Isa Town,Postpaid,2023-05-23,1,23.15,5
C372,55,M,Riffa,Prepaid,2024-04-18,1,5.23,3
C373,23,M,Muharraq,Postpaid,2024-05-29,1,17.15,1
C374,51,F,Riffa,Postpaid,2024-01-20,0,21.91,5
C375,46,F,Manama,Postpaid,2022-07-09,0,40.51,0
C376,19,F,Manama,Prepaid,2021-01-17,0,25.8,4
C377,28,F,Isa Town,Postpaid,2024-01-08,0,39.89,5
C378,29,M,Isa Town,Postpaid,2022-05-08,0,36.87,1
C379,46,F,Isa Town,Prepaid,2022-04-08,0,10.29,5
C380,22,M,Muharraq,Postpaid,2024-12-09,1,9.85,0
C381,34,F,Riffa,Postpaid,2024-04-18,1,29.35,2
C382,40,F,Muharraq,Postpaid,2022-03-14,0,33.61,2
C383,25,M,Riffa,Prepaid,2022-03-31,0,18.67,1
C384,50,F,Isa Town,Prepaid,2022-09-28,1,21.15,3
C385,58,M,Muharraq,Postpaid,2022-09-17,1,7.01,2
C386,46,M,Riffa,Prepaid,2022-03-06,1,6.83,3
C387,53,F,Isa Town,Postpaid,2021-05-02,1,35.51,3
C388,49,M,Manama,Prepaid,2022-10-20,0,14.6,2
C389,32,F,Muharraq,Postpaid,2025-05-27,1,27.49,0
C390,54,M,Riffa,Postpaid,2024-02-01,0,38.0,3
C391,52,M,Isa Town,Prepaid,2025-03-19,0,14.89,0
C392,46,F,Riffa,Prepaid,2023-10-11,1,43.26,0
C393,33,M,Riffa,Postpaid,2022-03-15,0,30.81,1
C394,31,M,Riffa,Postpaid,2023-06-10,0,16.18,5
C395,36,F,Riffa,Prepaid,2020-09-12,0,48.14,3
C396,21,F,Muharraq,Prepaid,2022-02-18,0,7.31,2
C397,33,F,Isa Town,Prepaid,2022-11-06,1,31.39,3
C398,46,M,Manama,Postpaid,2023-08-07,1,34.74,2
C399,47,F,Riffa,Prepaid,2023-12-22,0,36.55,3
C400,58,F,Manama,Postpaid,2023-01-09,0,48.41,1
C401,49,F,Riffa,Postpaid,2022-11-28,1,27.37,1
C402,54,F,Riffa,Prepaid,2021-10-07,0,4.98,3
C403,19,M,Muharraq,Postpaid,2023-01-24,1,0.03,3
C404,30,M,Riffa,Prepaid,2025-03-16,1,4.67,2
C405,34,M,Riffa,Prepaid,2024-09-05,0,19.82,2
C406,64,M,Isa Town,Prepaid,2021-07-19,0,0.05,3
C407,22,M,Muharraq,Postpaid,2021-02-13,0,0.4,2
C408,25,F,Muharraq,Postpaid,2023-04-11,0,11.45,0
C409,64,M,Manama,Postpaid,2023-11-12,1,44.05,1
C410,42,M,Muharraq,Prepaid,2022-05-17,0,30.52,1
C411,46,F,Muharraq,Prepaid,2024-10-16,1,30.8,3
C412,31,M,Manama,Prepaid,2024-06-15,0,29.48,3
C413,40,F,Riffa,Prepaid,2024-01-24,0,13.85,0
C414,33,F,Manama,Postpaid,2021-10-27,0,25.89,4
C415,30,F,Riffa,Prepaid,2021-09-10,0,24.74,0
C416,33,F,Manama,Prepaid,2020-10-26,1,46.7,1
C417,42,F,Riffa,Prepaid,2021-12-03,1,47.72,0
C418,19,M,Manama,Postpaid,2023-01-28,0,1.99,0
